system:index,date,station_id,station_name,sub_surface_runoff_sum,surface_runoff_sum,total_precipitation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
20150501_0_0,2015-05-01,st-2,Sundarijal,6.14754855632782E-4,5.083531141281128E-4,0.003948205709455976,0.4069194793701172,0.4075978597005208,0.4103768666585286,0.38519732157389325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150501_1_0,2015-05-01,st-3,Gokarna,4.623010754585266E-4,4.532933235168457E-5,0.00266318917274333,0.4016640981038411,0.403225580851237,0.4053325653076172,0.3736152648925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150501_2_0,2015-05-01,st-5,Pashupati,3.024190664291382E-4,1.8009543418884277E-4,0.0025942713022217845,0.3923288981119792,0.3961645762125651,0.3833243052164714,0.363094965616862,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150501_3_0,2015-05-01,st-4,Teku,3.024190664291382E-4,1.8009543418884277E-4,0.0025942713022217845,0.3923288981119792,0.3961645762125651,0.3833243052164714,0.363094965616862,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150501_4_0,2015-05-01,st-1,Chovar,3.024190664291382E-4,1.8009543418884277E-4,0.0025942713022217845,0.3923288981119792,0.3961645762125651,0.3833243052164714,0.363094965616862,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150502_0_0,2015-05-02,st-2,Sundarijal,6.318241357803345E-4,8.790194988250732E-5,8.609145879745483E-4,0.3955694834391276,0.40168507893880206,0.4081910451253255,0.38593292236328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150502_1_0,2015-05-02,st-3,Gokarna,4.772096872329712E-4,1.7821788787841797E-5,0.0011704564094543457,0.39146868387858075,0.39660072326660156,0.4028466542561849,0.3743584950764974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150502_2_0,2015-05-02,st-5,Pashupati,3.0896812677383423E-4,4.8860907554626465E-5,8.080452680587769E-4,0.37692006429036456,0.38777605692545575,0.38227208455403644,0.3635412851969401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150502_3_0,2015-05-02,st-4,Teku,3.0896812677383423E-4,4.8860907554626465E-5,8.080452680587769E-4,0.37692006429036456,0.38777605692545575,0.38227208455403644,0.3635412851969401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150502_4_0,2015-05-02,st-1,Chovar,3.0896812677383423E-4,4.8860907554626465E-5,8.080452680587769E-4,0.37692006429036456,0.38777605692545575,0.38227208455403644,0.3635412851969401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150503_0_0,2015-05-03,st-2,Sundarijal,6.447285413742065E-4,5.4076313972473145E-5,5.502255229430375E-4,0.386379877726237,0.3935324350992839,0.4055360158284505,0.3864784240722656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150503_1_0,2015-05-03,st-3,Gokarna,4.8825889825820923E-4,8.52346420288086E-6,6.288738517241654E-4,0.38320668538411456,0.38904571533203125,0.40006764729817706,0.374911626180013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150503_2_0,2015-05-03,st-5,Pashupati,3.1404197216033936E-4,4.0918588638305664E-5,5.877913503127274E-4,0.36231549580891925,0.3779468536376953,0.380615234375,0.3638693491617839,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150503_3_0,2015-05-03,st-4,Teku,3.1404197216033936E-4,4.0918588638305664E-5,5.877913503127274E-4,0.36231549580891925,0.3779468536376953,0.380615234375,0.3638693491617839,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150503_4_0,2015-05-03,st-1,Chovar,3.1404197216033936E-4,4.0918588638305664E-5,5.877913503127274E-4,0.36231549580891925,0.3779468536376953,0.380615234375,0.3638693491617839,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150504_0_0,2015-05-04,st-2,Sundarijal,6.536692380905151E-4,1.4975666999816895E-5,1.5059272965345372E-4,0.3755486806233724,0.3853861490885417,0.40255292256673175,0.38684527079264325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150504_1_0,2015-05-04,st-3,Gokarna,4.958659410476685E-4,9.5367431640625E-7,7.340471466932286E-5,0.37061818440755206,0.38045501708984375,0.39697901407877606,0.37529627482096356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150504_2_0,2015-05-04,st-5,Pashupati,3.1775981187820435E-4,8.344650268554688E-7,2.8924748505687603E-5,0.34448877970377606,0.3679320017496745,0.3785317738850911,0.3640982309977214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150504_3_0,2015-05-04,st-4,Teku,3.1775981187820435E-4,8.344650268554688E-7,2.8924748505687603E-5,0.34448877970377606,0.3679320017496745,0.3785317738850911,0.3640982309977214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150504_4_0,2015-05-04,st-1,Chovar,3.1775981187820435E-4,8.344650268554688E-7,2.8924748505687603E-5,0.34448877970377606,0.3679320017496745,0.3785317738850911,0.3640982309977214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505_0_0,2015-05-05,st-2,Sundarijal,6.590709090232849E-4,1.712888479232788E-5,2.011507749557495E-4,0.3664754231770833,0.3776327768961589,0.39940325419108075,0.3870697021484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505_1_0,2015-05-05,st-3,Gokarna,5.005300045013428E-4,1.773238182067871E-6,1.536160707473755E-4,0.3602447509765625,0.37179311116536456,0.3936926523844401,0.37553660074869794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505_2_0,2015-05-05,st-5,Pashupati,3.202483057975769E-4,1.576542854309082E-5,2.365410327911377E-4,0.32880528767903644,0.3578637440999349,0.3762041727701823,0.36423683166503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505_3_0,2015-05-05,st-4,Teku,3.202483057975769E-4,1.576542854309082E-5,2.365410327911377E-4,0.32880528767903644,0.3578637440999349,0.3762041727701823,0.36423683166503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150505_4_0,2015-05-05,st-1,Chovar,3.202483057975769E-4,1.576542854309082E-5,2.365410327911377E-4,0.32880528767903644,0.3578637440999349,0.3762041727701823,0.36423683166503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506_0_0,2015-05-06,st-2,Sundarijal,6.620287895202637E-4,1.5920400619506836E-4,0.001633280515648039,0.36507606506347656,0.3719431559244792,0.39641253153483075,0.3871917724609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506_1_0,2015-05-06,st-3,Gokarna,5.032122135162354E-4,2.6792287826538086E-5,0.0018798947334062177,0.3602466583251953,0.3654549916585286,0.3905537923177083,0.37569300333658856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506_2_0,2015-05-06,st-5,Pashupati,3.218799829483032E-4,3.5256147384643555E-5,9.598672389756757E-4,0.3193950653076172,0.34937095642089844,0.37388865152994794,0.36432329813639325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506_3_0,2015-05-06,st-4,Teku,3.218799829483032E-4,3.5256147384643555E-5,9.598672389756757E-4,0.3193950653076172,0.34937095642089844,0.37388865152994794,0.36432329813639325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506_4_0,2015-05-06,st-1,Chovar,3.218799829483032E-4,3.5256147384643555E-5,9.598672389756757E-4,0.3193950653076172,0.34937095642089844,0.37388865152994794,0.36432329813639325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507_0_0,2015-05-07,st-2,Sundarijal,6.63265585899353E-4,8.192658424377441E-5,9.395360945632092E-4,0.3616536458333333,0.3685156504313151,0.39370155334472656,0.38724199930826825,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507_1_0,2015-05-07,st-3,Gokarna,5.044415593147278E-4,7.033348083496094E-6,6.488740443160168E-4,0.3556639353434245,0.3617998758951823,0.38772137959798175,0.3757781982421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507_2_0,2015-05-07,st-5,Pashupati,3.2286345958709717E-4,2.6345252990722656E-5,4.0002465237876095E-4,0.31056976318359375,0.3426825205485026,0.3716589609781901,0.3643627166748047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507_3_0,2015-05-07,st-4,Teku,3.2286345958709717E-4,2.6345252990722656E-5,4.0002465237876095E-4,0.31056976318359375,0.3426825205485026,0.3716589609781901,0.3643627166748047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507_4_0,2015-05-07,st-1,Chovar,3.2286345958709717E-4,2.6345252990722656E-5,4.0002465237876095E-4,0.31056976318359375,0.3426825205485026,0.3716589609781901,0.3643627166748047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150508_0_0,2015-05-08,st-2,Sundarijal,6.628185510635376E-4,2.350062131881714E-4,0.00239386260500396,0.3595269521077474,0.3651377360026042,0.39113299051920575,0.3872235616048177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150508_1_0,2015-05-08,st-3,Gokarna,5.043819546699524E-4,1.6033649444580078E-5,0.0014607369898840261,0.3510519663492839,0.3575846354166667,0.3850243886311849,0.3758017222086589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150508_2_0,2015-05-08,st-5,Pashupati,3.232434391975403E-4,7.800757884979248E-5,0.001519343256859429,0.3050804138183594,0.3366381327311198,0.3694559733072917,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150508_3_0,2015-05-08,st-4,Teku,3.232434391975403E-4,7.800757884979248E-5,0.001519343256859429,0.3050804138183594,0.3366381327311198,0.3694559733072917,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150508_4_0,2015-05-08,st-1,Chovar,3.232434391975403E-4,7.800757884979248E-5,0.001519343256859429,0.3050804138183594,0.3366381327311198,0.3694559733072917,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150509_0_0,2015-05-09,st-2,Sundarijal,6.62386417388916E-4,7.660835981369019E-4,0.006636515259742737,0.3891518910725911,0.3711039225260417,0.3893330891927083,0.38721148173014325,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150509_1_0,2015-05-09,st-3,Gokarna,5.04322350025177E-4,7.08848237991333E-5,0.005101338028907776,0.37332407633463544,0.3597291310628255,0.38311131795247394,0.37583287556966144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150509_2_0,2015-05-09,st-5,Pashupati,3.2370537519454956E-4,2.3458898067474365E-4,0.004819899797439575,0.32976531982421875,0.3355204264322917,0.3677965799967448,0.3643779754638672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150509_3_0,2015-05-09,st-4,Teku,3.2370537519454956E-4,2.3458898067474365E-4,0.004819899797439575,0.32976531982421875,0.3355204264322917,0.3677965799967448,0.3643779754638672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150509_4_0,2015-05-09,st-1,Chovar,3.2370537519454956E-4,2.3458898067474365E-4,0.004819899797439575,0.32976531982421875,0.3355204264322917,0.3677965799967448,0.3643779754638672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150510_0_0,2015-05-10,st-2,Sundarijal,6.616264581680298E-4,7.967948913574219E-4,0.006790059804814064,0.3954633076985677,0.3829994201660156,0.38826878865559894,0.38718414306640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150510_1_0,2015-05-10,st-3,Gokarna,5.039945244789124E-4,9.256601333618164E-5,0.005889672040837013,0.3856086730957031,0.3684520721435547,0.38170115152994794,0.37584686279296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150510_2_0,2015-05-10,st-5,Pashupati,3.2401829957962036E-4,3.3579766750335693E-4,0.0060113847254683606,0.35259564717610675,0.3404070536295573,0.36641502380371094,0.3643817901611328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150510_3_0,2015-05-10,st-4,Teku,3.2401829957962036E-4,3.3579766750335693E-4,0.0060113847254683606,0.35259564717610675,0.3404070536295573,0.36641502380371094,0.3643817901611328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150510_4_0,2015-05-10,st-1,Chovar,3.2401829957962036E-4,3.3579766750335693E-4,0.0060113847254683606,0.35259564717610675,0.3404070536295573,0.36641502380371094,0.3643817901611328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150511_0_0,2015-05-11,st-2,Sundarijal,6.602108478546143E-4,5.237311124801636E-4,0.004548460696071288,0.39660390218098956,0.3905811309814453,0.3876851399739583,0.3871269226074219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150511_1_0,2015-05-11,st-3,Gokarna,5.0315260887146E-4,6.346404552459717E-5,0.004268795702785155,0.3878580729166667,0.3765411376953125,0.3806266784667969,0.37582842508951825,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150511_2_0,2015-05-11,st-5,Pashupati,3.239661455154419E-4,2.3680925369262695E-4,0.004195452187389037,0.360537846883138,0.3464743296305339,0.3652489980061849,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150511_3_0,2015-05-11,st-4,Teku,3.239661455154419E-4,2.3680925369262695E-4,0.004195452187389037,0.360537846883138,0.3464743296305339,0.3652489980061849,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150511_4_0,2015-05-11,st-1,Chovar,3.239661455154419E-4,2.3680925369262695E-4,0.004195452187389037,0.360537846883138,0.3464743296305339,0.3652489980061849,0.3643614451090495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150512_0_0,2015-05-12,st-2,Sundarijal,6.580054759979248E-4,0.0010079890489578247,0.0070171058177948,0.39712778727213544,0.3914000193277995,0.38714154561360675,0.3870385487874349,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150512_1_0,2015-05-12,st-3,Gokarna,5.017444491386414E-4,6.145238876342773E-5,0.0038588345050811768,0.3825187683105469,0.377499262491862,0.3795591990152995,0.37578392028808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150512_2_0,2015-05-12,st-5,Pashupati,3.234967589378357E-4,1.267939805984497E-4,0.0028863251209259033,0.3486932118733724,0.3473834991455078,0.3640174865722656,0.3643035888671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150512_3_0,2015-05-12,st-4,Teku,3.234967589378357E-4,1.267939805984497E-4,0.0028863251209259033,0.3486932118733724,0.3473834991455078,0.3640174865722656,0.3643035888671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150512_4_0,2015-05-12,st-1,Chovar,3.234967589378357E-4,1.267939805984497E-4,0.0028863251209259033,0.3486932118733724,0.3473834991455078,0.3640174865722656,0.3643035888671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150513_0_0,2015-05-13,st-2,Sundarijal,6.559416651725769E-4,3.2463669776916504E-4,0.0031033039091994397,0.4025891621907552,0.39838536580403644,0.3873055775960286,0.3869647979736328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150513_1_0,2015-05-13,st-3,Gokarna,5.002915859222412E-4,2.7999281883239746E-5,0.0022629231213500134,0.38353602091471356,0.37875938415527344,0.3786856333414714,0.37572987874348956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150513_2_0,2015-05-13,st-5,Pashupati,3.228709101676941E-4,1.093745231628418E-4,0.002258661389248573,0.3462727864583333,0.3474159240722656,0.36288706461588544,0.3642412821451823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150513_3_0,2015-05-13,st-4,Teku,3.228709101676941E-4,1.093745231628418E-4,0.002258661389248573,0.3462727864583333,0.3474159240722656,0.36288706461588544,0.3642412821451823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150513_4_0,2015-05-13,st-1,Chovar,3.228709101676941E-4,1.093745231628418E-4,0.002258661389248573,0.3462727864583333,0.3474159240722656,0.36288706461588544,0.3642412821451823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150514_0_0,2015-05-14,st-2,Sundarijal,6.534606218338013E-4,9.751319885253906E-5,0.0010899990796993109,0.3882071177164714,0.3926289876302083,0.3872578938802083,0.3868509928385417,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150514_1_0,2015-05-14,st-3,Gokarna,4.983618855476379E-4,1.0073184967041016E-5,8.659452199886175E-4,0.3707122802734375,0.3741677602132161,0.3775806427001953,0.3756415049235026,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150514_2_0,2015-05-14,st-5,Pashupati,3.219619393348694E-4,2.2411346435546875E-5,6.036996841380926E-4,0.3277091979980469,0.34430694580078125,0.3616167704264323,0.3641541798909505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150514_3_0,2015-05-14,st-4,Teku,3.219619393348694E-4,2.2411346435546875E-5,6.036996841380926E-4,0.3277091979980469,0.34430694580078125,0.3616167704264323,0.3641541798909505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150514_4_0,2015-05-14,st-1,Chovar,3.219619393348694E-4,2.2411346435546875E-5,6.036996841380926E-4,0.3277091979980469,0.34430694580078125,0.3616167704264323,0.3641541798909505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150515_0_0,2015-05-15,st-2,Sundarijal,6.507113575935364E-4,0.0020314007997512817,0.009376111626579586,0.38795725504557294,0.3870391845703125,0.3864326477050781,0.3867359161376953,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150515_1_0,2015-05-15,st-3,Gokarna,4.962459206581116E-4,0.003347456455230713,0.013853433728172604,0.3767356872558594,0.3701972961425781,0.3761889139811198,0.37554359436035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150515_2_0,2015-05-15,st-5,Pashupati,3.2082945108413696E-4,0.003378435969352722,0.016639608144714657,0.3407185872395833,0.3410193125406901,0.3602752685546875,0.36405372619628906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150515_3_0,2015-05-15,st-4,Teku,3.2082945108413696E-4,0.003378435969352722,0.016639608144714657,0.3407185872395833,0.3410193125406901,0.3602752685546875,0.36405372619628906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150515_4_0,2015-05-15,st-1,Chovar,3.2082945108413696E-4,0.003378435969352722,0.016639608144714657,0.3407185872395833,0.3410193125406901,0.3602752685546875,0.36405372619628906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150516_0_0,2015-05-16,st-2,Sundarijal,6.483420729637146E-4,0.001233316957950592,0.008365231752350155,0.4139289855957031,0.40558751424153644,0.3867200215657552,0.38663800557454425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150516_1_0,2015-05-16,st-3,Gokarna,4.944801330566406E-4,0.0016891583800315857,0.011551815271332089,0.4136778513590495,0.40349896748860675,0.3765646616617839,0.3754647572835286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150516_2_0,2015-05-16,st-5,Pashupati,3.198757767677307E-4,0.0013756603002548218,0.011316362023308102,0.4002552032470703,0.3769067128499349,0.3601538340250651,0.3639698028564453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150516_3_0,2015-05-16,st-4,Teku,3.198757767677307E-4,0.0013756603002548218,0.011316362023308102,0.4002552032470703,0.3769067128499349,0.3601538340250651,0.3639698028564453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150516_4_0,2015-05-16,st-1,Chovar,3.198757767677307E-4,0.0013756603002548218,0.011316362023308102,0.4002552032470703,0.3769067128499349,0.3601538340250651,0.3639698028564453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150517_0_0,2015-05-17,st-2,Sundarijal,6.46740198135376E-4,2.4484843015670776E-4,0.0022903233766555786,0.404727300008138,0.4059289296468099,0.3887825012207031,0.3865731557210286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150517_1_0,2015-05-17,st-3,Gokarna,4.931092262268066E-4,2.247840166091919E-5,0.0016420483589172363,0.40311622619628906,0.40476544698079425,0.3796520233154297,0.37540435791015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150517_2_0,2015-05-17,st-5,Pashupati,3.191158175468445E-4,9.585916996002197E-5,0.0014193058013916016,0.3848285675048828,0.38407007853190106,0.36177508036295575,0.363894780476888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150517_3_0,2015-05-17,st-4,Teku,3.191158175468445E-4,9.585916996002197E-5,0.0014193058013916016,0.3848285675048828,0.38407007853190106,0.36177508036295575,0.363894780476888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150517_4_0,2015-05-17,st-1,Chovar,3.191158175468445E-4,9.585916996002197E-5,0.0014193058013916016,0.3848285675048828,0.38407007853190106,0.36177508036295575,0.363894780476888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150518_0_0,2015-05-18,st-2,Sundarijal,6.461590528488159E-4,0.0019158869981765747,0.008192718029022217,0.40668360392252606,0.4041887919108073,0.3898773193359375,0.3865470886230469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150518_1_0,2015-05-18,st-3,Gokarna,4.925653338432312E-4,0.0019021779298782349,0.008353158831596375,0.404513676961263,0.4016062418619792,0.38104883829752606,0.3753852844238281,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150518_2_0,2015-05-18,st-5,Pashupati,3.1869858503341675E-4,7.520914077758789E-4,0.006466895341873169,0.3863716125488281,0.3807697296142578,0.36249351501464844,0.36384328206380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150518_3_0,2015-05-18,st-4,Teku,3.1869858503341675E-4,7.520914077758789E-4,0.006466895341873169,0.3863716125488281,0.3807697296142578,0.36249351501464844,0.36384328206380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150518_4_0,2015-05-18,st-1,Chovar,3.1869858503341675E-4,7.520914077758789E-4,0.006466895341873169,0.3863716125488281,0.3807697296142578,0.36249351501464844,0.36384328206380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150519_0_0,2015-05-19,st-2,Sundarijal,6.463080644607544E-4,3.4789741039276123E-4,0.0031877791474244077,0.40371958414713544,0.4032459259033203,0.3910948435465495,0.3865540822347005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150519_1_0,2015-05-19,st-3,Gokarna,4.925504326820374E-4,2.4244189262390137E-5,0.0018302684615036924,0.3977979024251302,0.3988183339436849,0.3823496500651042,0.3753897349039714,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150519_2_0,2015-05-19,st-5,Pashupati,3.1854212284088135E-4,1.3838708400726318E-4,0.0022339111159226377,0.380126953125,0.3797607421875,0.363156000773112,0.36381276448567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150519_3_0,2015-05-19,st-4,Teku,3.1854212284088135E-4,1.3838708400726318E-4,0.0022339111159226377,0.380126953125,0.3797607421875,0.363156000773112,0.36381276448567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150519_4_0,2015-05-19,st-1,Chovar,3.1854212284088135E-4,1.3838708400726318E-4,0.0022339111159226377,0.380126953125,0.3797607421875,0.363156000773112,0.36381276448567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150520_0_0,2015-05-20,st-2,Sundarijal,6.468594074249268E-4,3.300309181213379E-4,0.0030553817748000256,0.4005635579427083,0.39948081970214844,0.39147694905598956,0.3865731557210286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150520_1_0,2015-05-20,st-3,Gokarna,4.928186535835266E-4,4.094839096069336E-5,0.002850997447865211,0.39429155985514325,0.3929284413655599,0.3825702667236328,0.37540562947591144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150520_2_0,2015-05-20,st-5,Pashupati,3.184899687767029E-4,1.8411874771118164E-4,0.002932298183338844,0.3753089904785156,0.3754692077636719,0.3633257548014323,0.36379051208496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150520_3_0,2015-05-20,st-4,Teku,3.184899687767029E-4,1.8411874771118164E-4,0.002932298183338844,0.3753089904785156,0.3754692077636719,0.3633257548014323,0.36379051208496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150520_4_0,2015-05-20,st-1,Chovar,3.184899687767029E-4,1.8411874771118164E-4,0.002932298183338844,0.3753089904785156,0.3754692077636719,0.3633257548014323,0.36379051208496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150521_0_0,2015-05-21,st-2,Sundarijal,6.470829248428345E-4,3.4943222999572754E-4,0.0027845621109463536,0.397186279296875,0.396237055460612,0.3912086486816406,0.38657887776692706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150521_1_0,2015-05-21,st-3,Gokarna,4.927739500999451E-4,4.875659942626953E-5,0.0028231412172772252,0.3936036427815755,0.39000384012858075,0.38213221232096356,0.37540753682454425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150521_2_0,2015-05-21,st-5,Pashupati,3.1828880310058594E-4,1.0834634304046631E-4,0.001985710859344181,0.3692525227864583,0.3717689514160156,0.36304664611816406,0.36375172932942706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150521_3_0,2015-05-21,st-4,Teku,3.1828880310058594E-4,1.0834634304046631E-4,0.001985710859344181,0.3692525227864583,0.3717689514160156,0.36304664611816406,0.36375172932942706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150521_4_0,2015-05-21,st-1,Chovar,3.1828880310058594E-4,1.0834634304046631E-4,0.001985710859344181,0.3692525227864583,0.3717689514160156,0.36304664611816406,0.36375172932942706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150522_0_0,2015-05-22,st-2,Sundarijal,6.462708115577698E-4,6.566941738128662E-5,7.323026657104492E-4,0.3860454559326172,0.3912010192871094,0.39032745361328125,0.3865407307942708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150522_1_0,2015-05-22,st-3,Gokarna,4.91999089717865E-4,8.746981620788574E-6,7.174313068389893E-4,0.38161150614420575,0.3853340148925781,0.3812115987141927,0.375369389851888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150522_2_0,2015-05-22,st-5,Pashupati,3.177225589752197E-4,3.3020973205566406E-5,6.125867366790771E-4,0.3511759440104167,0.3657296498616536,0.36228370666503906,0.3636798858642578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150522_3_0,2015-05-22,st-4,Teku,3.177225589752197E-4,3.3020973205566406E-5,6.125867366790771E-4,0.3511759440104167,0.3657296498616536,0.36228370666503906,0.3636798858642578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150522_4_0,2015-05-22,st-1,Chovar,3.177225589752197E-4,3.3020973205566406E-5,6.125867366790771E-4,0.3511759440104167,0.3657296498616536,0.36228370666503906,0.3636798858642578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150523_0_0,2015-05-23,st-2,Sundarijal,6.442740559577942E-4,5.073845386505127E-5,6.216436624413291E-4,0.3754266103108724,0.3832327524820964,0.38880666097005206,0.38645362854003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150523_1_0,2015-05-23,st-3,Gokarna,4.903674125671387E-4,6.616115570068359E-6,5.851954221611777E-4,0.3693103790283203,0.3766682942708333,0.3796284993489583,0.3752892812093099,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150523_2_0,2015-05-23,st-5,Pashupati,3.167688846588135E-4,3.196299076080322E-5,5.950748920326987E-4,0.3329486846923828,0.3568878173828125,0.3610483805338542,0.36358642578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150523_3_0,2015-05-23,st-4,Teku,3.167688846588135E-4,3.196299076080322E-5,5.950748920326987E-4,0.3329486846923828,0.3568878173828125,0.3610483805338542,0.36358642578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150523_4_0,2015-05-23,st-1,Chovar,3.167688846588135E-4,3.196299076080322E-5,5.950748920326987E-4,0.3329486846923828,0.3568878173828125,0.3610483805338542,0.36358642578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
