system:index,date,station_id,station_name,sub_surface_runoff_sum,surface_runoff_sum,total_precipitation_sum,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
20181018_2_0,2018-10-18,st-5,Pashupati,0.0015461444854736328,2.637505531311035E-6,3.738880377568421E-5,0.3167152404785156,0.339480717976888,0.36420440673828125,0.4082190195719401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181018_3_0,2018-10-18,st-4,Teku,0.0015461444854736328,2.637505531311035E-6,3.738880377568421E-5,0.3167152404785156,0.339480717976888,0.36420440673828125,0.4082190195719401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181018_4_0,2018-10-18,st-1,Chovar,0.0015461444854736328,2.637505531311035E-6,3.738880377568421E-5,0.3167152404785156,0.339480717976888,0.36420440673828125,0.4082190195719401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019_0_0,2018-10-19,st-2,Sundarijal,0.0015371441841125488,3.2782554626464844E-6,4.5806169509887695E-5,0.34752845764160156,0.35608164469401044,0.36702410380045575,0.4080994923909505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019_1_0,2018-10-19,st-3,Gokarna,0.0015079006552696228,4.172325134277344E-7,4.699826240539551E-5,0.3307488759358724,0.3415425618489583,0.36167462666829425,0.4076824188232422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019_2_0,2018-10-19,st-5,Pashupati,0.0015005916357040405,3.5762786865234375E-6,4.348158836364746E-5,0.30634307861328125,0.3343505859375,0.36237653096516925,0.4075756072998047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019_3_0,2018-10-19,st-4,Teku,0.0015005916357040405,3.5762786865234375E-6,4.348158836364746E-5,0.30634307861328125,0.3343505859375,0.36237653096516925,0.4075756072998047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019_4_0,2018-10-19,st-1,Chovar,0.0015005916357040405,3.5762786865234375E-6,4.348158836364746E-5,0.30634307861328125,0.3343505859375,0.36237653096516925,0.4075756072998047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020_0_0,2018-10-20,st-2,Sundarijal,0.0014927759766578674,3.9637088775634766E-6,5.32507896409129E-5,0.340911865234375,0.3511168162027995,0.3653024037679036,0.4074700673421224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020_1_0,2018-10-20,st-3,Gokarna,0.0014614611864089966,1.7881393432617188E-7,2.0766258238325008E-5,0.3242727915445964,0.3366355895996094,0.35973167419433594,0.4070027669270833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020_2_0,2018-10-20,st-5,Pashupati,0.0014567971229553223,1.7881393432617188E-7,6.13331794596661E-6,0.29694557189941406,0.32910919189453125,0.3605187733968099,0.4069328308105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020_3_0,2018-10-20,st-4,Teku,0.0014567971229553223,1.7881393432617188E-7,6.13331794596661E-6,0.29694557189941406,0.32910919189453125,0.3605187733968099,0.4069328308105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020_4_0,2018-10-20,st-1,Chovar,0.0014567971229553223,1.7881393432617188E-7,6.13331794596661E-6,0.29694557189941406,0.32910919189453125,0.3605187733968099,0.4069328308105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021_0_0,2018-10-21,st-2,Sundarijal,0.0014503076672554016,1.9371509552001953E-6,3.114640702506222E-5,0.335235595703125,0.34639231363932294,0.36356480916341144,0.40684254964192706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021_1_0,2018-10-21,st-3,Gokarna,0.0014171898365020752,3.725290298461914E-7,4.4825673001014366E-5,0.3187726338704427,0.3320318857828776,0.357821782430013,0.4063275655110677,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021_2_0,2018-10-21,st-5,Pashupati,0.0014148801565170288,3.4123659133911133E-6,5.527138699790157E-5,0.28916168212890625,0.3240973154703776,0.358673095703125,0.4062925974527995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021_3_0,2018-10-21,st-4,Teku,0.0014148801565170288,3.4123659133911133E-6,5.527138699790157E-5,0.28916168212890625,0.3240973154703776,0.358673095703125,0.4062925974527995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021_4_0,2018-10-21,st-1,Chovar,0.0014148801565170288,3.4123659133911133E-6,5.527138699790157E-5,0.28916168212890625,0.3240973154703776,0.358673095703125,0.4062925974527995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022_0_0,2018-10-22,st-2,Sundarijal,0.0014092996716499329,2.7120113372802734E-6,4.220008850097656E-5,0.3297341664632161,0.34183692932128906,0.3617973327636719,0.40621312459309894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022_1_0,2018-10-22,st-3,Gokarna,0.0013747438788414001,6.556510925292969E-7,7.891654968261719E-5,0.3135935465494792,0.32761891682942706,0.355899175008138,0.4056599934895833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022_2_0,2018-10-22,st-5,Pashupati,0.0013744905591011047,2.7418136596679688E-6,4.614889621734619E-5,0.28146616617838544,0.3192710876464844,0.35680516560872394,0.4056536356608073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022_3_0,2018-10-22,st-4,Teku,0.0013744905591011047,2.7418136596679688E-6,4.614889621734619E-5,0.28146616617838544,0.3192710876464844,0.35680516560872394,0.4056536356608073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022_4_0,2018-10-22,st-1,Chovar,0.0013744905591011047,2.7418136596679688E-6,4.614889621734619E-5,0.28146616617838544,0.3192710876464844,0.35680516560872394,0.4056536356608073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023_0_0,2018-10-23,st-2,Sundarijal,0.001370348036289215,1.7873942852020264E-5,2.97498702991561E-4,0.3262755076090495,0.3378143310546875,0.3600889841715495,0.4055900573730469,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023_1_0,2018-10-23,st-3,Gokarna,0.0013343840837478638,5.960464477539062E-7,7.037520407493503E-5,0.3090381622314453,0.3235982259114583,0.35404396057128906,0.40498924255371094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023_2_0,2018-10-23,st-5,Pashupati,0.0013359040021896362,9.834766387939453E-7,8.381605147178561E-5,0.2747338612874349,0.31481679280598956,0.3549874623616536,0.40501848856608075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023_3_0,2018-10-23,st-4,Teku,0.0013359040021896362,9.834766387939453E-7,8.381605147178561E-5,0.2747338612874349,0.31481679280598956,0.3549874623616536,0.40501848856608075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023_4_0,2018-10-23,st-1,Chovar,0.0013359040021896362,9.834766387939453E-7,8.381605147178561E-5,0.2747338612874349,0.31481679280598956,0.3549874623616536,0.40501848856608075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024_0_0,2018-10-24,st-2,Sundarijal,0.0013331621885299683,2.7611851692199707E-5,4.544198512981268E-4,0.32367833455403644,0.3343454996744792,0.3584251403808594,0.4049733479817708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024_1_0,2018-10-24,st-3,Gokarna,0.0012956634163856506,1.3560056686401367E-6,1.654118299434515E-4,0.30487632751464844,0.31976318359375,0.3522071838378906,0.40432103474934894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024_2_0,2018-10-24,st-5,Pashupati,0.0012987852096557617,2.0712614059448242E-6,1.3365745543936214E-4,0.2681280771891276,0.31061553955078125,0.3531812032063802,0.40437889099121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024_3_0,2018-10-24,st-4,Teku,0.0012987852096557617,2.0712614059448242E-6,1.3365745543936214E-4,0.2681280771891276,0.31061553955078125,0.3531812032063802,0.40437889099121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024_4_0,2018-10-24,st-1,Chovar,0.0012987852096557617,2.0712614059448242E-6,1.3365745543936214E-4,0.2681280771891276,0.31061553955078125,0.3531812032063802,0.40437889099121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025_0_0,2018-10-25,st-2,Sundarijal,0.0012979879975318909,5.977600812911987E-5,9.886494840429805E-4,0.32409922281901044,0.3316326141357422,0.3568738301595052,0.4043718973795573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025_1_0,2018-10-25,st-3,Gokarna,0.0012590587139129639,5.6549906730651855E-6,7.135293449209712E-4,0.30414454142252606,0.3165855407714844,0.35048548380533856,0.40366681416829425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025_2_0,2018-10-25,st-5,Pashupati,0.0012634992599487305,3.135949373245239E-5,7.255098785208247E-4,0.26651891072591144,0.3069833119710286,0.35146141052246094,0.4037469228108724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025_3_0,2018-10-25,st-4,Teku,0.0012634992599487305,3.135949373245239E-5,7.255098785208247E-4,0.26651891072591144,0.3069833119710286,0.35146141052246094,0.4037469228108724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025_4_0,2018-10-25,st-1,Chovar,0.0012634992599487305,3.135949373245239E-5,7.255098785208247E-4,0.26651891072591144,0.3069833119710286,0.35146141052246094,0.4037469228108724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026_0_0,2018-10-26,st-2,Sundarijal,0.0012639611959457397,1.5050172805786133E-6,2.5451183319091797E-5,0.3200976053873698,0.3291880289713542,0.355312983194987,0.4037545522054036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026_1_0,2018-10-26,st-3,Gokarna,0.001224026083946228,2.8312206268310547E-7,3.771483898162842E-5,0.30082448323567706,0.31377410888671875,0.3487968444824219,0.403011957804362,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026_2_0,2018-10-26,st-5,Pashupati,0.0012295693159103394,1.2665987014770508E-6,2.98917293548584E-5,0.26171302795410156,0.3037904103597005,0.3497670491536458,0.4031168619791667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026_3_0,2018-10-26,st-4,Teku,0.0012295693159103394,1.2665987014770508E-6,2.98917293548584E-5,0.26171302795410156,0.3037904103597005,0.3497670491536458,0.4031168619791667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026_4_0,2018-10-26,st-1,Chovar,0.0012295693159103394,1.2665987014770508E-6,2.98917293548584E-5,0.26171302795410156,0.3037904103597005,0.3497670491536458,0.4031168619791667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027_0_0,2018-10-27,st-2,Sundarijal,0.001230575144290924,1.2040138244628906E-5,2.229213713462741E-4,0.3151232401529948,0.3262138366699219,0.3536872863769531,0.4031352996826172,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027_1_0,2018-10-27,st-3,Gokarna,0.0011899173259735107,1.9371509552001953E-6,2.590417860801608E-4,0.2965768178304036,0.31065813700358075,0.34705670674641925,0.4023507436116536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027_2_0,2018-10-27,st-5,Pashupati,0.0011966153979301453,2.512335777282715E-5,4.69908118134299E-4,0.257137934366862,0.3004595438639323,0.3480523427327474,0.40248680114746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027_3_0,2018-10-27,st-4,Teku,0.0011966153979301453,2.512335777282715E-5,4.69908118134299E-4,0.257137934366862,0.3004595438639323,0.3480523427327474,0.40248680114746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027_4_0,2018-10-27,st-1,Chovar,0.0011966153979301453,2.512335777282715E-5,4.69908118134299E-4,0.257137934366862,0.3004595438639323,0.3480523427327474,0.40248680114746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028_0_0,2018-10-28,st-2,Sundarijal,0.0011984184384346008,3.2335519790649414E-6,5.4153799908363E-5,0.3105144500732422,0.3232154846191406,0.35208765665690106,0.4025217692057292,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028_1_0,2018-10-28,st-3,Gokarna,0.001157231628894806,7.748603820800781E-7,1.0600984086295284E-4,0.2925408681233724,0.3076496124267578,0.3453623453776042,0.40169525146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028_2_0,2018-10-28,st-5,Pashupati,0.0011648982763290405,2.905726432800293E-6,5.6329369442664756E-5,0.2515118916829427,0.29730669657389325,0.3463706970214844,0.401858647664388,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028_3_0,2018-10-28,st-4,Teku,0.0011648982763290405,2.905726432800293E-6,5.6329369442664756E-5,0.2515118916829427,0.29730669657389325,0.3463706970214844,0.401858647664388,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028_4_0,2018-10-28,st-1,Chovar,0.0011648982763290405,2.905726432800293E-6,5.6329369442664756E-5,0.2515118916829427,0.29730669657389325,0.3463706970214844,0.401858647664388,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029_0_0,2018-10-29,st-2,Sundarijal,0.0011679455637931824,2.7798116207122803E-5,4.661413303779227E-4,0.3087412516276042,0.32053693135579425,0.3505929311116536,0.4019234975179036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029_1_0,2018-10-29,st-3,Gokarna,0.0011261031031608582,2.175569534301758E-6,2.902927271293265E-4,0.2898438771565755,0.3048871358235677,0.343753178914388,0.4010480244954427,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029_2_0,2018-10-29,st-5,Pashupati,0.0011344999074935913,6.787478923797607E-6,1.982631555961234E-4,0.24640846252441406,0.29425621032714844,0.34474754333496094,0.40123240152994794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029_3_0,2018-10-29,st-4,Teku,0.0011344999074935913,6.787478923797607E-6,1.982631555961234E-4,0.24640846252441406,0.29425621032714844,0.34474754333496094,0.40123240152994794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029_4_0,2018-10-29,st-1,Chovar,0.0011344999074935913,6.787478923797607E-6,1.982631555961234E-4,0.24640846252441406,0.29425621032714844,0.34474754333496094,0.40123240152994794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030_0_0,2018-10-30,st-2,Sundarijal,0.0011382624506950378,3.725290298461914E-8,8.583068797918258E-7,0.30464808146158856,0.31785837809244794,0.3490606943766276,0.40131505330403644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030_1_0,2018-10-30,st-3,Gokarna,0.0010959655046463013,0.0,8.583068797918258E-7,0.28548622131347656,0.3020407358805339,0.34211158752441406,0.4003976186116536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030_2_0,2018-10-30,st-5,Pashupati,0.001105092465877533,3.725290298461914E-8,8.583068797918258E-7,0.24022865295410156,0.29119300842285156,0.3431231180826823,0.400607426961263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030_3_0,2018-10-30,st-4,Teku,0.001105092465877533,3.725290298461914E-8,8.583068797918258E-7,0.24022865295410156,0.29119300842285156,0.3431231180826823,0.400607426961263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030_4_0,2018-10-30,st-1,Chovar,0.001105092465877533,3.725290298461914E-8,8.583068797918258E-7,0.24022865295410156,0.29119300842285156,0.3431231180826823,0.400607426961263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031_0_0,2018-10-31,st-2,Sundarijal,0.001108996570110321,8.940696716308594E-8,1.7089562334149377E-6,0.29927508036295575,0.31477101643880206,0.34744517008463544,0.40069007873535156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031_1_0,2018-10-31,st-3,Gokarna,0.0010664910078048706,1.4901161193847656E-8,1.7089562334149377E-6,0.2801704406738281,0.29886118570963544,0.3403981526692708,0.39973704020182294,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031_2_0,2018-10-31,st-5,Pashupati,0.0010764002799987793,7.450580596923828E-8,1.7089562334149377E-6,0.23297818501790366,0.2879079182942708,0.3414529164632161,0.39997609456380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031_3_0,2018-10-31,st-4,Teku,0.0010764002799987793,7.450580596923828E-8,1.7089562334149377E-6,0.23297818501790366,0.2879079182942708,0.3414529164632161,0.39997609456380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031_4_0,2018-10-31,st-1,Chovar,0.0010764002799987793,7.450580596923828E-8,1.7089562334149377E-6,0.23297818501790366,0.2879079182942708,0.3414529164632161,0.39997609456380206,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501_0_0,2019-05-01,st-2,Sundarijal,3.517717123031616E-4,1.4901161193847656E-5,1.853585242201916E-4,0.363674799601237,0.37373797098795575,0.3861776987711589,0.36956024169921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501_1_0,2019-05-01,st-3,Gokarna,3.663003444671631E-4,2.8461217880249023E-6,2.7823746194144405E-4,0.3531640370686849,0.3638013203938802,0.3830668131510417,0.3687890370686849,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501_2_0,2019-05-01,st-5,Pashupati,2.696886658668518E-4,2.2396445274353027E-5,3.178447483946911E-4,0.309298833211263,0.34368260701497394,0.37018394470214844,0.3609199523925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501_3_0,2019-05-01,st-4,Teku,2.696886658668518E-4,2.2396445274353027E-5,3.178447483946911E-4,0.309298833211263,0.34368260701497394,0.37018394470214844,0.3609199523925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501_4_0,2019-05-01,st-1,Chovar,2.696886658668518E-4,2.2396445274353027E-5,3.178447483946911E-4,0.309298833211263,0.34368260701497394,0.37018394470214844,0.3609199523925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502_0_0,2019-05-02,st-2,Sundarijal,3.527328372001648E-4,7.048249244689941E-6,8.055269717033298E-5,0.3533649444580078,0.3660545349121094,0.3837890625,0.3696327209472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502_1_0,2019-05-02,st-3,Gokarna,3.668740391731262E-4,1.9222497940063477E-6,2.028763294106284E-4,0.34287134806315106,0.35599835713704425,0.3802661895751953,0.3688151041666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502_2_0,2019-05-02,st-5,Pashupati,2.6942044496536255E-4,1.1995434761047363E-5,1.3465881346519382E-4,0.29327964782714844,0.3353341420491536,0.36787668863932294,0.36088307698567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502_3_0,2019-05-02,st-4,Teku,2.6942044496536255E-4,1.1995434761047363E-5,1.3465881346519382E-4,0.29327964782714844,0.3353341420491536,0.36787668863932294,0.36088307698567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502_4_0,2019-05-02,st-1,Chovar,2.6942044496536255E-4,1.1995434761047363E-5,1.3465881346519382E-4,0.29327964782714844,0.3353341420491536,0.36787668863932294,0.36088307698567706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503_0_0,2019-05-03,st-2,Sundarijal,3.536716103553772E-4,4.229545593261719E-4,0.004385325337352697,0.36606470743815106,0.3622913360595703,0.38178062438964844,0.36970774332682294,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503_1_0,2019-05-03,st-3,Gokarna,3.674030303955078E-4,8.52048397064209E-5,0.00590288939565653,0.3662859598795573,0.35416094462076825,0.37808863321940106,0.3688507080078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503_2_0,2019-05-03,st-5,Pashupati,2.6930123567581177E-4,3.9099156856536865E-4,0.00649228992551798,0.3236885070800781,0.3314495086669922,0.36600303649902344,0.36086082458496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503_3_0,2019-05-03,st-4,Teku,2.6930123567581177E-4,3.9099156856536865E-4,0.00649228992551798,0.3236885070800781,0.3314495086669922,0.36600303649902344,0.36086082458496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503_4_0,2019-05-03,st-1,Chovar,2.6930123567581177E-4,3.9099156856536865E-4,0.00649228992551798,0.3236885070800781,0.3314495086669922,0.36600303649902344,0.36086082458496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504_0_0,2019-05-04,st-2,Sundarijal,3.5462528467178345E-4,2.320706844329834E-4,0.002669650316136085,0.37283579508463544,0.36480140686035156,0.3802013397216797,0.369781494140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504_1_0,2019-05-04,st-3,Gokarna,3.6772340536117554E-4,1.2770295143127441E-5,0.001169997453587257,0.3653875986735026,0.358334223429362,0.3762798309326172,0.3688672383626302,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504_2_0,2019-05-04,st-5,Pashupati,2.6910752058029175E-4,3.898143768310547E-5,0.0010027170180251233,0.326748530069987,0.33314959208170575,0.36434682210286456,0.3608277638753255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504_3_0,2019-05-04,st-4,Teku,2.6910752058029175E-4,3.898143768310547E-5,0.0010027170180251233,0.326748530069987,0.33314959208170575,0.36434682210286456,0.3608277638753255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504_4_0,2019-05-04,st-1,Chovar,2.6910752058029175E-4,3.898143768310547E-5,0.0010027170180251233,0.326748530069987,0.33314959208170575,0.36434682210286456,0.3608277638753255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505_0_0,2019-05-05,st-2,Sundarijal,3.5468488931655884E-4,7.852911949157715E-6,1.023411750793457E-4,0.35825347900390625,0.3629811604817708,0.3783251444498698,0.369778315226237,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505_1_0,2019-05-05,st-3,Gokarna,3.6707520484924316E-4,1.1622905731201172E-6,1.1344254016876221E-4,0.34893353780110675,0.354489008585612,0.3740851084391276,0.368804931640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505_2_0,2019-05-05,st-5,Pashupati,2.6839226484298706E-4,2.6971101760864258E-6,6.976723670959473E-5,0.3032093048095703,0.3296833038330078,0.36238988240559894,0.3607470194498698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505_3_0,2019-05-05,st-4,Teku,2.6839226484298706E-4,2.6971101760864258E-6,6.976723670959473E-5,0.3032093048095703,0.3296833038330078,0.36238988240559894,0.3607470194498698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505_4_0,2019-05-05,st-1,Chovar,2.6839226484298706E-4,2.6971101760864258E-6,6.976723670959473E-5,0.3032093048095703,0.3296833038330078,0.36238988240559894,0.3607470194498698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506_0_0,2019-05-06,st-2,Sundarijal,3.5403668880462646E-4,5.781650543212891E-6,6.999373431426648E-5,0.3457895914713542,0.3571643829345703,0.3761863708496094,0.36971791585286456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506_1_0,2019-05-06,st-3,Gokarna,3.6576390266418457E-4,2.384185791015625E-7,2.3949146225277218E-5,0.33582305908203125,0.3479042053222656,0.3716595967610677,0.3687000274658203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506_2_0,2019-05-06,st-5,Pashupati,2.673789858818054E-4,8.940696716308594E-8,6.6339969180262415E-6,0.2821184794108073,0.3236306508382161,0.3602587381998698,0.3606332143147786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506_3_0,2019-05-06,st-4,Teku,2.673789858818054E-4,8.940696716308594E-8,6.6339969180262415E-6,0.2821184794108073,0.3236306508382161,0.3602587381998698,0.3606332143147786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506_4_0,2019-05-06,st-1,Chovar,2.673789858818054E-4,8.940696716308594E-8,6.6339969180262415E-6,0.2821184794108073,0.3236306508382161,0.3602587381998698,0.3606332143147786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507_0_0,2019-05-07,st-2,Sundarijal,3.5296380519866943E-4,2.6106834411621094E-5,3.446340560913086E-4,0.3373616536458333,0.35091082255045575,0.37394968668619794,0.3696269989013672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507_1_0,2019-05-07,st-3,Gokarna,3.6400556564331055E-4,2.637505531311035E-6,2.7501583099365234E-4,0.3263142903645833,0.34102312723795575,0.3691368103027344,0.3685595194498698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507_2_0,2019-05-07,st-5,Pashupati,2.6614218950271606E-4,3.3974647521972656E-6,1.2311339378356934E-4,0.26480992635091144,0.31682395935058594,0.3580156962076823,0.3604958852132161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507_3_0,2019-05-07,st-4,Teku,2.6614218950271606E-4,3.3974647521972656E-6,1.2311339378356934E-4,0.26480992635091144,0.31682395935058594,0.3580156962076823,0.3604958852132161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507_4_0,2019-05-07,st-1,Chovar,2.6614218950271606E-4,3.3974647521972656E-6,1.2311339378356934E-4,0.26480992635091144,0.31682395935058594,0.3580156962076823,0.3604958852132161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508_0_0,2019-05-08,st-2,Sundarijal,3.515109419822693E-4,7.9423189163208E-6,1.0435581197043575E-4,0.32876841227213544,0.34482765197753906,0.37160491943359375,0.36949793497721356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508_1_0,2019-05-08,st-3,Gokarna,3.6191195249557495E-4,3.725290298461914E-7,3.813505162497677E-5,0.3164513905843099,0.33421897888183594,0.36645952860514325,0.36839739481608075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508_2_0,2019-05-08,st-5,Pashupati,2.6472657918930054E-4,1.7881393432617188E-7,1.0627508061133994E-5,0.24864069620768228,0.309878667195638,0.3556499481201172,0.3603375752766927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508_3_0,2019-05-08,st-4,Teku,2.6472657918930054E-4,1.7881393432617188E-7,1.0627508061133994E-5,0.24864069620768228,0.309878667195638,0.3556499481201172,0.3603375752766927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508_4_0,2019-05-08,st-1,Chovar,2.6472657918930054E-4,1.7881393432617188E-7,1.0627508061133994E-5,0.24864069620768228,0.309878667195638,0.3556499481201172,0.3603375752766927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509_0_0,2019-05-09,st-2,Sundarijal,3.4965574741363525E-4,1.5050172805786133E-6,2.1317601198944658E-5,0.31990496317545575,0.3387228647867839,0.3691590627034505,0.3693428039550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509_1_0,2019-05-09,st-3,Gokarna,3.595426678657532E-4,7.450580596923828E-8,8.502602572235674E-6,0.30657513936360675,0.3274084726969401,0.36365509033203125,0.3682085673014323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509_2_0,2019-05-09,st-5,Pashupati,2.63214111328125E-4,1.4901161193847656E-7,4.2557716319890915E-6,0.23355674743652344,0.30298423767089844,0.3531850179036458,0.36017799377441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509_3_0,2019-05-09,st-4,Teku,2.63214111328125E-4,1.4901161193847656E-7,4.2557716319890915E-6,0.23355674743652344,0.30298423767089844,0.3531850179036458,0.36017799377441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509_4_0,2019-05-09,st-1,Chovar,2.63214111328125E-4,1.4901161193847656E-7,4.2557716319890915E-6,0.23355674743652344,0.30298423767089844,0.3531850179036458,0.36017799377441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190510_0_0,2019-05-10,st-2,Sundarijal,3.4759193658828735E-4,3.3080577850341797E-6,5.110851139988881E-5,0.31198565165201825,0.33287493387858075,0.3666807810465495,0.369171142578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190510_1_0,2019-05-10,st-3,Gokarna,3.57113778591156E-4,5.513429641723633E-7,6.589046330418569E-5,0.29806073506673175,0.3210061391194661,0.36083539326985675,0.3680197397867839,"{""type"":""MultiPoint"",""coordinates"":[]}"
